messages,clean_text,label
Haf u eaten? Wat time u wan me 2 come?,haf eaten wat time wan 2 come,ham
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone 750 anytime network min half price line rental free text 3 month reply call 08000930705 free delivery,spam
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call get chance friend mine wanted ask big order,ham
This single single answers are we fighting? Plus i said am broke and you didnt reply,single single answer fighting plus said broke didnt reply,ham
It certainly puts things into perspective when something like this happens,certainly put thing perspective something like happens,ham
Now got tv 2 watch meh? U no work today?,got tv 2 watch meh work today,ham
i felt so...not any conveying reason.. Ese he... What about me?,felt conveying reason ese,ham
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobile 11 month entitled update latest colour mobile camera free call mobile update co free 08002986030,spam
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,going got exciting karaoke type activity planned debating whether play football eve feeling lazy though,ham
I told that am coming on wednesday.,told coming wednesday,ham
"Its ok, called mom instead have fun",ok called mom instead fun,ham
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim week offer pc please go http www wtlp co uk text t c apply,spam
Well if I'm that desperate I'll just call armand again,well desperate call armand,ham
Are you at work right now ?,work right,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3mins vary mobile 16 close 300603 post bcm4284 ldn wc1n3xx,spam
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,heard anything answering text guessing flaked said jb fantastic,ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",mmmmmm love much ahmad wait year begin every second take closer side happy new year love,ham
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,please full name joke school co fee university florida seem actually lt gt k please holla back,ham
"Sorry, I'll call later",sorry call later,ham
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok said got wisdom teeth hidden inside n mayb need 2 remove,ham
And pls pls drink plenty plenty water,please please drink plenty plenty water,ham
How are you doing. How's the queen. Are you going for the royal wedding,queen going royal wedding,ham
He's in lag. That's just the sad part but we keep in touch thanks to skype,lag sad part keep touch thanks skype,ham
Ok lor then we go tog lor...,ok lor go tog lor,ham
Two teams waiting for some players,two team waiting player,ham
Can ï¿½_ send me a copy of da report?,send copy da report,ham
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt dey hope ur ok tot 2day love n miss take care,ham
"Ok da, i already planned. I wil pick you.",ok da already planned wil pick,ham
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or ï¿½10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent please call 0906346330 abta complimentary 4 spanish holiday 10 000 cash await collection sae c box 47 po19 2ez 150ppm 18,spam
"Sorry, I'll call later in meeting",sorry call later meeting,ham
I just really need shit before tomorrow and I know you won't be awake before like 6,really need shit tomorrow know awake like 6,ham
I'm good. Have you registered to vote?,good registered vote,ham
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok stay like hour co eye really sore,ham
Dear got bus directly to calicut,dear got bus directly calicut,ham
Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later together,ham
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",well general price lt gt oz let know much want,ham
"Sorry, I'll call later",sorry call later,ham
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish find today good morning,ham
&lt;#&gt;  w jetton ave if you forgot,lt gt w jetton ave forgot,ham
Ok i'm coming home now.,ok coming home,ham
Can not use foreign stamps in this country.,use foreign stamp country,ham
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double min txts 4 6months free bluetooth orange available sony nokia motorola phone call mobileupd8 08000839402 call2optout n9dx,spam
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry lot friend friend stuff talk actual guy want buy,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www getzed co uk pobox 36504 w45wq norm150p tone 16,spam
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk ur fone weekly new tone reply tones2u 2 text www ringtones co uk original n best tone 3gbp network operator rate apply,spam
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost ï¿½1.50. 2 cancel send STOP",cmon babe make horny turn txt fantasy babe im hot sticky need reply cost 1 50 2 cancel send stop,spam
I will come tomorrow di,come tomorrow di,ham
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wylie update weed dealer carlos went freedom class lunsford,ham
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,ham
C movie is juz last minute decision mah. Juz watch 2 lar but i tot ï¿½_ not interested.,c movie juz last minute decision mah juz watch 2 lar tot interested,ham
How are you enjoying this semester? Take care brother.,enjoying semester take care brother,ham
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information 4 orange user 0796xxxxxx today ur lucky day 2 find log onto http www urawinner com fantastic prizeawaiting,spam
"Get the door, I'm here",get door,ham
"Lets use it next week, princess :)",let use next week princess,ham
Or i go home first lar ï¿½_ wait 4 me lor.. I put down my stuff first..,go home first lar wait 4 lor put stuff first,ham
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,want kfc tuesday buy 2 meal 2 gravy 2 mark 2,ham
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),da stupid da always sending like believe message pandy mental,ham
Oi when you gonna ring,oi gon na ring,ham
Missed call alert. These numbers called but left no message. 07008009200,missed call alert number called left message 07008009200,spam
I attended but nothing is there.,attended nothing,ham
Ard 530 like dat lor. We juz meet in mrt station then ï¿½_ dun haf to come out.,ard 530 like dat lor juz meet mrt station dun haf come,ham
No dear i was sleeping :-P,dear sleeping p,ham
Er mw im filled tuth is aight,er mw im filled tuth aight,ham
Will be office around 4 pm. Now i am going hospital.,office around 4 pm going hospital,ham
Actually i'm waiting for 2 weeks when they start putting ad.,actually waiting 2 week start putting ad,ham
Anything lor if they all go then i go lor...,anything lor go go lor,ham
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,free sat rite wan 2 watch infernal affair wif n darren n mayb xy,ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",please note anyone calling mobile co amp asks type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,ham
Yo you around? A friend of mine's lookin to pick up later tonight,yo around friend mine lookin pick later tonight,ham
Stupid auto correct on my phone,stupid auto correct phone,ham
Double eviction this week - Spiral and Michael and good riddance to them!,double eviction week spiral michael good riddance,ham
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",world suffers lot violence bad people silence good people,ham
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok thats cool either raglan rd edward rd behind cricket ground gim ring ur closeby see tuesday,ham
Buy one egg for me da..please:),buy one egg da please,ham
Have you started in skye,started skye,ham
Have you bookedthe hut? And also your time off? How are you by the way?,bookedthe hut also time way,ham
And several to you sir.,several sir,ham
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,really pig leh sleep much dad wake 10 smth 2 eat lunch today,ham
I'm at home. Please call,home please call,ham
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,love hope anything drastic dare sell pc phone,ham
Now only i reached home. . . I am very tired now. . I will come tomorro,reached home tired come tomorro,ham
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg record indicate may entitled 3750 pound accident claim free reply yes msg opt text stop,spam
"U can WIN ï¿½100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",win 100 music gift voucher every week starting txt word draw 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription,spam
Life style garments account no please.,life style garment account please,ham
Lol wtf random. Btw is that your lunch break,laughing loud f * * * random way lunch break,ham
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",sez hows de arab boy hope good give love 2 evry1 love ya eshxxxxxxxxxxx,ham
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",lay man let know missed thought great day send bimbo ugo number ill appreciate safe,ham
Detroit. The home of snow. Enjoy it.,detroit home snow enjoy,ham
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colour euro 2004 2 4 1 offer get england flag 3lions tone ur phone click following service message info,spam
Okie...,okie,ham
"Aight, I'm chillin in a friend's room so text me when you're on the way",aight chillin friend room text way,ham
Is toshiba portege m100 gd?,toshiba portege m100 gd,ham
Well welp is sort of a semiobscure internet thing,well welp sort semiobscure internet thing,ham
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pas 69669 collect polyphonic ringtones normal gprs charge apply enjoy tone,spam
"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingly repeat text word ok mobile phone send,spam
Loosu go to hospital. De dont let it careless.,loosu go hospital de dont let careless,ham
How much for an eighth?,much eighth,ham
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,oh god joanna freaking looked thru friend find photo asking stuff myspace even logged like year,ham
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdate month year tel ur life partner name method calculation reply must,ham
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz havent woke bit blur blur dad went liao cant cum oso,ham
"How about clothes, jewelry, and trips?",clothes jewelry trip,ham
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just ï¿½5 by replying GET BBDELUXE and take the challenge,block breaker come deluxe format new feature great graphic mobile buy 5 replying get bbdeluxe take challenge,spam
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah cuddle would lush need lot tea soup kind fumbling,ham
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user today lucky day 2find log onto http www urawinner com fantastic surprise awaiting,spam
I am late. I will be there at,late,ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish,ham
Are you plans with your family set in stone ?,plan family set stone,ham
Pls dont forget to study,please dont forget study,ham
You'll never believe this but i have actually got off at taunton. Wow,never believe actually got taunton wow,ham
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,ham
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,broke list reason nobody town tell sarcastic faggy,ham
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,lt decimal gt common car better buy china asia find less expensive holla,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without losing heart gn tc,ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sorry im stil fucked last nite went tobed 430 got 4 work 630,ham
Hey so whats the plan this sat? ,hey whats plan sat,ham
Beauty sleep can help ur pimples too.,beauty sleep help ur pimple,ham
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,great hope using connection mode men also co never know old friend lead today,ham
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja 25 f inviting friend reply yes 440 440 see www sm ac nat27081980 stop send stop frnd 62468,spam
Where to get those?,get,ham
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",kind missed train co asthma attack nxt one half hr driving sure park,ham
Ball is moving a lot.will spin in last :)so very difficult to bat:),ball moving lot spin last difficult bat,ham
Haiyoh... Maybe your hamster was jealous of million,haiyoh maybe hamster jealous million,ham
Can you please send me my aunty's number,please send aunty number,ham
I'm glad. You are following your dreams.,glad following dream,ham
I've reached home finally...,reached home finally,ham
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",urgent important information 02 user today lucky day 2 find log onto http www urawinner com fantastic surprise awaiting,spam
WINNER!! As a valued network customer you have been selected to receivea ï¿½900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner valued network customer selected receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hour,spam
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",wn hurt prsn close 2 fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud eveb,ham
U can call now...,call,ham
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",science tell chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,ham
Yes. I come to nyc for audiitions and am trying to relocate.,yes come nyc audiitions trying relocate,ham
I pocked you up there before,pocked,ham
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,congrats great wanted tell tell score co might make relax motivating thanks sharing,ham
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),wud never mind dont miss dont need wil really hurt wen need amp dont tell take care,ham
Hey mr whats the name of that bill brison book the one about language and words ,hey mr whats name bill brison book one language word,ham
"Okay, good, no problem, and thanx!",okay good problem thanx,ham
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please try bullshit make want listen less,ham
Call me when u're done...,call done,ham
G.W.R,g w,ham
You best watch what you say cause I get drunk as a motherfucker,best watch say cause get drunk motherfucker,ham
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip billed 150p netcollex ltd po box 1013 ig11 oja,spam
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 info www 100percent real com,spam
Please CALL 08712402578 immediately as there is an urgent message waiting for you,please call 08712402578 immediately urgent message waiting,spam
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszone com let send free anonymous masked message im sending message see potential abuse,spam
"WELL DONE! Your 4* Costa Del Sol Holiday or ï¿½5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costï¿½1.50/pm, Max10mins",well done 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10mins,spam
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt tease make cry end life die please keep one rose grave say stupid miss nice day bslvyl,ham
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenue somewhere get parish magazine telephone number,ham
Are there TA jobs available? Let me know please cos i really need to start working,ta job available let know please co really need start working,ham
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,aiyar hard 2 type later free tell call n scold n tell,ham
Yup i'm free...,yup free,ham
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",good good billy mate gone jogging enjoy concert,ham
Yo come over carlos will be here soon,yo come carlos soon,ham
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,awww dat sweet think something nice time tonight ill probably txt later co im lonely xxx,ham
I guess it is useless calling u 4 something important.,guess useless calling 4 something important,ham
Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha popped loo hello ed hello,ham
He dint tell anything. He is angry on me that why you told to abi.,dint tell anything angry told abi,ham
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu,spam
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,happens 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,ham
I keep ten rs in my shelf:) buy two egg.,keep ten r shelf buy two egg,ham
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",well babe swollen gland throat end,ham
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ur change 2 da report big co already made change 2 da previous report,ham
Captain is in our room:),captain room,ham
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",speak bcaz mobile problem listen cann listen voice call later,ham
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,hiya stu wot 2 im much truble home moment evone hate even wot hell av done wont tell text bck please luv dan,ham
S...i will take mokka players only:),take mokka player,ham
Are you still playing with gautham?,still playing gautham,ham
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,hey mr going sea view couple gay mean game give bell ya finish,ham
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",k jason say gon na around around lt gt,ham
Sorry . I will be able to get to you. See you in the morning.,sorry able get see morning,ham
Aight well keep me informed,aight well keep informed,ham
I am not having her number sir,number sir,ham
Am only searching for good dual sim mobile pa.,searching good dual sim mobile pa,ham
That seems unnecessarily hostile,seems unnecessarily hostile,ham
Dude got a haircut. Now its breezy up there,dude got haircut breezy,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrats 2 mobile 3g videophones call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,spam
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),1apple day doctor 1tulsi leaf day cancer 1lemon day fat 1cup milk day bone problms 3 litre watr day disease snd th 2 care,ham
i thought we were doing a king of the hill thing there.,thought king hill thing,ham
Nope i'll come online now..,nope come online,ham
ALSO TELL HIM I SAID HAPPY BIRTHDAY,also tell said happy birthday,ham
Y bishan lei... I tot ï¿½_ say lavender? ,bishan lei tot say lavender,ham
Boo what time u get out? U were supposed to take me shopping today. :(,boo time get supposed take shopping today,ham
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",sound like manky scouse boy steve like travelling da bus home wot inmind 4 recreation dis eve,ham
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",information taking quick shower epsilon like lt gt min,ham
on a Tuesday night r u 4 real,tuesday night 4 real,ham
Yes when is the appt again?,yes appt,ham
Just got outta class gonna go gym.,got outta class gon na go gym,ham
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent lt gt mesages today thats sorry hurt,ham
ï¿½ï¿½ all write or wat..,write wat,ham
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha say read anything way seemed like 2 judgemental save friday pub,ham
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,valentine game send dis msg ur friend 5 answer someone really love ques colour suit best,ham
Hi:)did you asked to waheeda fathima about leave?,hi asked waheeda fathima leave,ham
Enjoy urself tmr...,enjoy urself tmr,ham
You still around? I could use a half-8th,still around could use half 8th,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,447801259231 secret admirer looking 2 make contact find reveal think ur special call 09058094597,spam
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,give u back id proof lt gt r wont allow work come home within day,ham
ï¿½ï¿½ bot notes oredi... Cos i juz rem i got...,bot note oredi co juz rem got,ham
Yes. Rent is very expensive so its the way we save.,yes rent expensive way save,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,ham
Hows the pain dear?y r u smiling?,hows pain dear smiling,ham
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like 2 hit,ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user 0789xxxxxxx today lucky day 2find log onto http www urawinner com fantastic surprise awaiting,spam
"Sorry, I can't help you on this.",sorry help,ham
Great. So should i send you my account number.,great send account number,ham
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorgeous hows fone charge lst nitw wen texd hopeu ad nice wkend im sure lookin 4ward 2 c 2mrw luv jaz,ham
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",dating service asked 2 contact someone shy call 09058091870 revealed pobox84 m26 3uz 150p,spam
ï¿½ï¿½ only send me the contents page...,send content page,ham
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",night sweet sleep well see exorcism emily rose may never sleep hug snogs,ham
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",think got think use got good ni8,ham
"I can't right this second, gotta hit people up first",right second got ta hit people first,ham
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",evry emotion dsn hav word evry wish dsn hav prayrs smile world wit othrwise even drop tear dsn lik 2 stay wit b happy good morning keep smiling,ham
So what about you. What do you remember,remember,ham
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer shipped address sandiago parantella lane f * * * poop,ham
Mm yes dear look how i am hugging you both. :-P,mm yes dear look hugging p,ham
I like dis sweater fr mango but no more my size already so irritating.,like dis sweater real mango size already irritating,ham
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,1 number 2 gon na massive pain as rather get involved possible,ham
Anytime lor...,anytime lor,ham
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,want new video handset 750 time network min unlimited text camcorder reply call 08000930705 del sat,spam
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,purity friendship two smiling reading forwarded message smiling seeing name gud evng,ham
"Ur balance is now ï¿½600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balance 600 next question complete landmark big bob b barry c ben text b c 83738 good luck,spam
Me fine..absolutly fine,fine absolutly fine,ham
K and you're sure I don't have to have consent forms to do it :V,k sure consent form v,ham
Ur TONEXS subscription has been renewed and you have been charged ï¿½4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription renewed charged 4 50 choose 10 polys month www clubzed co uk billing msg,spam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",prize go another customer c www c biz 18 150p min polo ltd suite 373 london w1j 6hl please call back busy,spam
How much is torch in 9ja.,much torch 9ja,ham
"Doing nothing, then u not having dinner w us?",nothing dinner w u,ham
How are you. Just checking up on you,checking,ham
Done it but internet connection v slow and canï¿½ï¿½ï¿½t send it. Will try again later or first thing tomo.,done internet connection v slow send try later first thing tomo,ham
Mathews or tait or edwards or anderson,mathews tait edward anderson,ham
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke,ham
No need lar i go engin? Cos my sis at arts today...,need lar go engin co si art today,ham
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey still heard anything leave bit longer 2 crowd try later great advice thanks hope cardiff still,ham
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,want new nokia 3510i colour phone delivered tomorrow 200 free minute mobile 100 free text free camcorder reply call 8000930705,spam
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",im snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheer,ham
S.i'm watching it in live..,watching live,ham
"see you then, we're all christmassy here!",see christmassy,ham
"K I'm ready,  &lt;#&gt; ?",k ready lt gt,ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap finger one made come amp fill gap holding hand love,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without losing heart gn tc,ham
what are your new years plans?,new year plan,ham
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt 1 3 ordered ringtone order processed,spam
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe wake miss crave need,ham
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",got message ignoring yes shopping,ham
Dear :-/ why you mood off. I cant drive so i brother to drive,dear mood cant drive brother drive,ham
When did dad get back.,dad get back,ham
